                    SOFT STORY PROPERTIES LIST (Updated Every Wednesday),,,,,,,,,,,
BLOCK,LOT,PROPERTY,NOTICE,SCREENING FORM,,OPT. EVALUATION,,IN / OUT,TIER,,
4019,001,2901 MARIPOSA ST,X,07/29/14,08/07/14,,,OUT,,Not Subject to the Program,
4024,025,600 HAMPSHIRE ST,X,09/14/14,09/14/14,,,IN,4,Screening Form Accepted,
4024,007C,678 HAMPSHIRE ST,X,06/10/14,06/10/14,,,IN,3,Screening Form Accepted,
4026,008,601 POTRERO AV,X,05/14/14,05/14/14,,,IN,3,Screening Form Accepted,
4027,012,632 SAN BRUNO AV,X,03/04/14,03/04/14,,,IN,3,Screening Form Accepted,
4028,001,2211 18TH ST,X,09/08/14,08/27/15,,,IN,4,   Subject to the Program,
4030,031,655 KANSAS ST,X,12/16/13,12/16/13,,,IN,2,Screening Form Accepted,
4031,030,670 DE HARO ST,X,02/05/14,02/05/14,,,IN,3,Screening Form Accepted,
4031,024,625 RHODE ISLAND ST,X,09/17/14,09/17/14,,,IN,3,Screening Form Accepted,
4035,005,324 CONNECTICUT ST,X,12/15/14,12/15/14,,,IN,3,Screening Form Accepted,
4037,001,1301 18TH ST,X,04/29/14,04/29/14,,,IN,4,Permit Issued,
4038,027,1297 18TH ST,X,07/29/14,07/29/14,,,IN,3,Screening Form Accepted,
4039,032,328 PENNSYLVANIA AV,X,11/19/13,11/19/13,,,IN,3,"Work Complete, CFC Issued",
4039,030,320 PENNSYLVANIA AV,X,04/11/14,04/11/14,,,IN,3,"Work Complete, CFC Issued",
4039,031,324 PENNSYLVANIA AV,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
4043,003,712 TENNESSEE ST,X,09/14/14,09/14/14,,,IN,3,Screening Form Accepted,
4060,006,701 MINNESOTA ST,X,09/11/14,10/16/14,,,OUT,,Not Subject to the Program,
4068,009,1606 20TH ST,X,03/03/14,03/07/14,,,OUT,,Not Subject to the Program,
4070,058,603 CAROLINA ST,X,03/12/14,03/18/14,,,OUT,,Not Subject to the Program,
4070,007,500 WISCONSIN ST,X,03/12/14,03/18/14,,,OUT,,Not Subject to the Program,
4070,076,645 CAROLINA ST,X,03/20/14,03/20/14,,,IN,3,Screening Form Accepted,
4070,088,677 CAROLINA ST,X,03/20/14,03/20/14,,,IN,3,Screening Form Accepted,
4070,025,536 WISCONSIN ST,X,03/20/14,03/20/14,,,IN,3,Screening Form Accepted,
4070,049,1802 20TH ST,X,03/20/14,03/20/14,,,IN,3,Screening Form Accepted,
4071,047,672 CAROLINA ST,,11/03/14,11/03/14,,,IN,3,Permit Issued,
4071,043,666A CAROLINA ST,X,08/13/14,08/13/14,,,IN,3,Permit Issued,
4073,018B,741 KANSAS ST,X,02/05/14,02/05/14,,,IN,3,"Work Complete, CFC Issued",
4073,026,740 RHODE ISLAND ST,X,09/14/14,10/16/14,,,OUT,,Not Subject to the Program,
4074,011,766 KANSAS ST,X,02/05/14,02/05/14,,,IN,3,"Work Complete, CFC Issued",
4078,018,701 HAMPSHIRE ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
4085,020,2844 21ST ST,X,,,,,IN,3,   Subject to the Program,
4086,006,2258 BRYANT ST,X,08/13/14,08/13/14,,,IN,3,Permit Issued,
4086,006A,2262 BRYANT ST,X,02/03/14,02/03/14,,,IN,4,"Work Complete, CFC Issued",
4086,006D,2274 BRYANT ST,X,06/11/14,07/29/14,,,OUT,,Not Subject to the Program,
4086,006C,2270 BRYANT ST,X,08/27/14,08/27/14,,,IN,4,Screening Form Accepted,
4086,004,2230 BRYANT ST,X,06/09/14,06/09/14,,,IN,4,Screening Form Accepted,
4086,006B,2266 BRYANT ST,X,06/16/14,06/16/14,,,IN,3,Screening Form Accepted,
4089,035,819 HAMPSHIRE ST,X,02/20/15,02/20/15,,,IN,3,Screening Form Accepted,
4093,080,875 VERMONT ST,X,05/13/14,05/13/14,,,IN,3,Screening Form Accepted,
4094,065,813 KANSAS ST,X,02/18/14,02/18/14,,,IN,3,Screening Form Accepted,
4095,031,990 DE HARO ST,X,03/05/14,03/05/14,,,IN,3,"Work Complete, CFC Issued",
4096,093,1919 20TH ST,X,10/29/13,10/29/13,,,IN,3,Screening Form Accepted,
4100,045,695 CONNECTICUT ST,X,05/14/14,05/14/14,,,IN,3,"Work Complete, CFC Issued",
4108,003A,2342 03RD ST,X,09/15/14,09/15/14,,,IN,4,Permit Filed,
4108,020,728 22ND ST,X,05/27/14,05/27/14,,,IN,4,Screening Form Accepted,
4142,015,980 POTRERO AV,X,09/04/14,09/04/14,,,IN,3,Permit Issued,
4142,023,2630 22ND ST,X,09/03/14,09/03/14,,,IN,3,Screening Form Accepted,
4142,037,909 HAMPSHIRE ST,X,09/07/14,09/07/14,,,IN,3,Screening Form Accepted,
4142,001,900 POTRERO AV,X,02/28/14,02/28/14,02/10/15,02/17/15,OUT,,Screening Form and Optional Evaluation Form Approved,
4144,042,2712 22ND ST,X,03/31/14,03/31/14,,,IN,3,Screening Form Accepted,
4145,021,2774 22ND ST,X,06/13/14,06/13/14,,,IN,3,Screening Form Accepted,
4146,031,927 ALABAMA ST,X,01/31/14,01/31/14,,,IN,3,"Work Complete, CFC Issued",
4146,001,900 FLORIDA ST,X,08/21/14,08/21/14,,,IN,4,Permit Filed,
4146,015,980 FLORIDA ST,X,04/30/14,04/30/14,,,IN,4,Screening Form Accepted,
4146,015A,992 FLORIDA ST,,07/30/14,07/30/14,,,IN,4,Screening Form Accepted,
4148,025A,2625 HARRISON ST,X,04/29/14,04/29/14,,,IN,3,"Work Complete, CFC Issued",
4148,024,2635 HARRISON ST,X,08/29/14,06/11/15,,,OUT,,Not Subject to the Program,
4150,014,2856 23RD ST,X,05/06/14,05/06/14,,,IN,3,Permit Filed,
4150,003,2426 BRYANT ST,X,08/21/14,08/21/14,,,IN,3,Screening Form Accepted,
4150,036,2882 23RD ST,X,04/22/14,04/22/14,,,IN,3,Screening Form Accepted,
4150,008,2450 BRYANT ST,X,08/12/14,08/12/14,,,IN,3,Screening Form Accepted,
4151,001A,2713 22ND ST,X,12/16/14,12/16/14,,,IN,3,Screening Form Accepted,
4151,022A,2429 BRYANT ST,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
4153,032,1001 HAMPSHIRE ST,X,04/22/14,04/22/14,,,IN,3,"Work Complete, CFC Issued",
4153,002C,1024 POTRERO AV,X,03/12/14,05/15/14,,,OUT,,Not Subject to the Program,
4153,002B,1020 POTRERO AV,X,03/12/14,05/15/14,,,OUT,,Not Subject to the Program,
4153,016,2700 23RD ST,X,08/26/14,08/26/14,,,IN,3,Screening Form Accepted,
4153,013,1080 POTRERO AV,,09/09/14,09/09/14,,,IN,3,Screening Form Accepted,
4158,036,2244 23RD ST,X,05/08/14,05/08/14,,,IN,4,Screening Form Accepted,
4167,004,1 TURNER TR,X,09/13/14,09/13/14,,,IN,3,Screening Form Accepted,
4172,001,2502 03RD ST,X,07/30/14,07/30/14,,,IN,2,"Work Complete, CFC Issued",
4207,023,1155 ALABAMA ST,X,06/27/14,06/27/14,,,IN,3,Screening Form Accepted,
4212,013,2631 23RD ST,X,10/29/14,10/29/14,,,IN,3,Screening Form Accepted,
4217,012,2120 24TH ST,X,09/03/14,09/03/14,,,IN,3,Permit Filed,
4220A,001,1864 25TH ST,X,09/09/14,09/15/14,,,OUT, ,Not Subject to the Program,
4222A,001,100 DAKOTA ST,X,09/09/14,09/15/14,,,OUT,,Not Subject to the Program,
4223,001,121 DAKOTA ST,,09/09/14,09/15/14,,,OUT, ,Not Subject to the Program,
4259,018,1367 RHODE ISLAND ST,X,07/30/14,07/30/14,,,IN,3,Screening Form Accepted,
4260,013,1385 KANSAS ST,X,09/11/14,10/16/14,,,OUT,,Not Subject to the Program,
4262,025,2425 24TH ST,X,06/24/14,06/24/14,,,IN,3,Screening Form Accepted,
4264,019A,2615 24TH ST,X,05/22/14,05/22/14,,,IN,3,Permit Issued,
4265,026,1200 POTRERO AV,X,08/22/14,08/22/14,,,IN,2,Permit Issued,
4265,027,1294 POTRERO AV,X,10/31/14,11/14/14,,,OUT,,Not Subject to the Program,
4265,008,1295 HAMPSHIRE ST,X,08/26/14,08/26/14,,,IN,3,Screening Form Accepted,
4266,001,1202 HAMPSHIRE ST,X,08/12/14,08/12/14,,,IN,4,Screening Form Accepted,
4267,034,2689 BRYANT ST,X,11/15/13,11/15/13,,,IN,3,Screening Form Accepted,
4269,011A,1287 ALABAMA ST,X,05/23/14,05/23/14,,,IN,4,Screening Form Accepted,
4270,037,2961 24TH ST,X,08/06/14,08/06/14,,,IN,4,Screening Form Accepted,
4271,025,2959 HARRISON ST,X,11/20/13,11/20/13,,,IN,3,"Work Complete, CFC Issued",
4272,001,1300 FLORIDA ST,X,07/10/14,07/17/14,,,OUT,,Not Subject to the Program,
4273,013,2950 26TH ST ,X,07/08/14,07/08/14,,,IN,3,"Work Complete, CFC Issued",
4273,033,2706 BRYANT ST,X,08/29/14,08/27/15,,,IN,3,   Subject to the Program,
4273,013,2790 BRYANT ST,X,07/08/14,07/10/14,,,OUT,,Not Subject to the Program,
4273,011,2774 BRYANT ST,X,08/29/14,08/29/14,,,IN,3,Screening Form Accepted,
4275,012E,2810 26TH ST,X,10/16/13,10/16/13,,,IN,3,Permit Issued,
4276,004,1391 HAMPSHIRE ST,X,09/02/14,10/16/14,,,OUT,,Not Subject to the Program,
4276,032,1358 POTRERO AV,X,03/14/14,03/14/14,,,IN,3,Screening Form Accepted,
4276,019,1350 POTRERO AV,X,03/14/14,03/14/14,,,IN,3,Screening Form Accepted,
4280,026,1414 KANSAS ST,X,07/17/14,07/17/14,,,IN,3,Permit Issued,
4281A,004,1418 RHODE ISLAND ST,X,07/18/14,07/18/14,,,IN,3,Screening Form Accepted,
4285B,001,1100 CONNECTICUT ST,,09/10/14,10/02/14,,,OUT, ,Not Subject to the Program,
4335,004,2815 BRYANT ST,X,07/03/14,07/03/14,,,IN,3,Screening Form Accepted,
4336,015,1411 FLORIDA ST,X,05/12/14,05/12/14,,,IN,3,Screening Form Accepted,
4336,001,2800 BRYANT ST,X,08/22/14,08/22/14,,,IN,4,Screening Form Accepted,
4338,027,3037 HARRISON ST,X,03/14/14,03/14/14,,,IN,3,Permit Issued,
4700,052,10 REARDON RD,X,08/13/14,08/13/14,,,IN,2,Screening Form Accepted,
4700,031,707 JERROLD AV,X,01/22/15,01/22/15,,,IN,3,Screening Form Accepted,
4710,047,14 DUKES CT,X,12/10/15,12/10/15,12/10/15,12/22/15,OUT,,Screening Form and Optional Evaluation Form Approved,
4710,048,57 DUKES CT,X,,,,,OUT,,Not Subject to the Program,
4710,003,1 DEDMAN CT,X,12/01/14,12/01/14,12/01/14,07/30/15,OUT,,Screening Form and Optional Evaluation Form Approved,
4711,012,1463 LA SALLE AV,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4711,009,1405 MCKINNON AV,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4711,011,1440 MCKINNON AV,,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4713,009,25 ROSIE LEE LN,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4713,009,30 ESPANOLA ST,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4713,009,30 BEATRICE LN,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4713,009,35 ROSIE LEE LN,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4713,009,15 LILLIAN ST,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4713,009,40 BEATRICE LN,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4713,007,10 ROSIE LEE LN,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4713,009,10 ESPANOLA ST,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4713,011,15 BEATRICE LN,,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4713,010,15 ESPANOLA ST ,,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4714,004,1241 INGALLS ST,X,08/01/14,02/05/15,,,OUT,,Not Subject to the Program,
4714,005,10 NAVY RD,X,08/20/14,08/28/14,,,OUT,,Not Subject to the Program,
4714,006,2 BALDWIN CT,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4714,002,1301 INGALLS ST,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4714,008,15 BALDWIN CT,,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4714,001,1100 OADALE AV,,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4715,014,1210 OAKDALE AV,X,07/28/14,07/28/14,,,IN,3,Permit Filed,
4715,013,32 GEORGE CT,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4715,012,20 OSCEOLA CT,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4715,012,40 OSCEOLA CT,X,07/28/14,07/28/14,,,IN,2,Permit Issued,
4715,012,80 OSCEOLA CT,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4715,012,60 OSCEOLA CT,,,,,,IN,3,Permit Issued,
4715,013,30 WHITFIELD CT,,07/28/14,07/28/14,,,IN,4,Permit Issued,
4715,013,1 WHITFIELD CT,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4715,014,11 GEORGE CT,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4715,012,10 OSCEOLA LN,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4715,009,10 GARLINGTON CT,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4715,008,20 COMMER CT,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4715,007,19 GARLINGTON CT,X,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4715,011,18 GARLINGTON CT,,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4715,005,15 COMMER CT,,07/28/14,01/06/15,,,OUT,,Not Subject to the Program,
4715 ,013 ,12 GEORGR CT,X,07/28/14,07/28/14,,,IN,3,Permit Issued,
4720,029,1 REUEL CT,X,09/13/14,09/13/14,,,IN,3,Permit Issued,
4720,008,55 CASHMERE ST,X,09/13/14,09/13/14,,,IN,2,Permit Issued,
4720,012,15 REUEL CT,X,09/13/14,09/13/14,,,IN,2,Permit Issued,
4720,010,10 CASHMERE ST,X,12/01/14,12/04/14,,,OUT,,Not Subject to the Program,
4967,040,6260 03RD ST,X,09/04/14,09/04/14,,,IN,2,Screening Form Accepted,
5242,021,3900 03RD ST,X,12/04/14,12/04/14,,,IN,4,Screening Form Accepted,
5291,001B,1501 KIRKWOOD AV,X,04/25/14,04/25/14,,,IN,3,Screening Form Accepted,
5291,027,4408 03RD ST,X,09/04/14,09/04/14,,,IN,2,Screening Form Accepted,
5297,027,1101 PHELPS ST,X,08/12/14,08/12/14,,,IN,3,Screening Form Accepted,
5353B,016,536 THORNTON AV,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
5358,025,5172 03RD ST,X,07/22/14,07/22/14,,,IN,4,Permit Issued,
5425,001,2512 QUINT ST,X,08/20/14,08/20/14,,,IN,3,Screening Form Accepted,
5438,023,2585 SAN BRUNO AV,X,08/13/14,08/21/14,,,OUT,,Not Subject to the Program,
5438,043,2527 SAN BRUNO AV,X,03/07/14,03/07/14,,,IN,4,Screening Form Accepted,
5450,035,2715 SAN BRUNO AV,X,09/02/14,09/02/14,,,OUT,,Not Subject to the Program,
5457,038,2845 SAN BRUNO AV,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
5458,011,2951 SAN BRUNO AV,X,08/12/14,08/12/14,,,IN,4,Screening Form Accepted,
5476,009,1075 LE CONTE AV,X,,,,,OUT,,Not Subject to the Program,
5501,057,3365 CESAR CHAVEZ ST,X,10/16/13,10/16/13,,,IN,2,Permit Filed,
5501,071,3279 CESAR CHAVEZ ST,X,09/04/14,09/04/14,,,IN,3,Screening Form Accepted,
5501,066,3301 CESAR CHAVEZ ST,X,08/29/14,08/29/14,,,IN,3,Screening Form Accepted,
5501,060,3341 CESAR CHAVEZ ST,X,08/21/14,08/21/14,,,IN,3,Screening Form Accepted,
5501,058A,3351 CESAR CHAVEZ ST,X,03/13/14,03/13/14,,,IN,3,Screening Form Accepted,
5503,016,3129 FOLSOM ST,X,05/09/14,05/09/14,,,IN,3,"Work Complete, CFC Issued",
5505,017,3045 CESAR CHAVEZ ST,X,09/09/14,09/09/14,,,IN,4,Screening Form Accepted,
5512,030,1545 HAMPSHIRE ST,X,01/22/15,01/22/15,,,IN,3,Screening Form Accepted,
5518,001,10 COSO AV,X,04/22/14,04/22/14,,,IN,3,Screening Form Accepted,
5518,021,22 PRECITA AV,X,12/02/13,12/02/13,,,IN,3,Screening Form Accepted,
5520,035,60 MONTEZUMA ST,X,09/04/14,09/04/14,,,IN,3,Screening Form Accepted,
5523,044,55 MANCHESTER ST,X,06/16/14,06/16/14,,,IN,3,Screening Form Accepted,
5524,063,3223 FOLSOM ST,X,05/01/14,05/01/14,,,IN,3,Screening Form Accepted,
5529,051,165 PERALTA AV,X,05/29/14,05/29/14,,,IN,3,Screening Form Accepted,
5543,025,157 RIPLEY ST,X,05/23/14,06/01/14,,,OUT,,Not Subject to the Program,
5610,026,1 COLERIDGE ST,X,09/03/14,09/03/14,,,IN,3,Screening Form Accepted,
5610A,046,32 LUNDYS LN,X,09/12/14,09/12/14,,,IN,3,Screening Form Accepted,
5611,029A,61 PROSPECT AV,X,05/19/14,05/19/14,,,IN,3,Screening Form Accepted,
5615,052,3201 MISSION ST,X,09/10/14,09/10/14,,,IN,4,Screening Form Accepted,
5615,070,3315 MISSION ST,X,05/19/14,05/19/14,,,IN,2,Screening Form Accepted,
5615,083,3239 MISSION ST,X,06/02/15,06/02/15,06/02/15,06/02/15,OUT, ,Screening Form and Optional Evaluation Form Approved,
5642,044,17 GODEUS ST,X,06/25/14,06/25/14,,,IN,3,Screening Form Accepted,
5642,009,268 COLERIDGE ST,X,07/14/14,07/14/14,,,IN,3,Screening Form Accepted,
5642,050,16 VIRGINIA AV,X,07/29/14,07/29/14,,,IN,4,Screening Form Accepted,
5643,018,269 COLERIDGE ST,X,02/12/15,08/27/15,,,IN,3,   Subject to the Program,
5673,001,300 COLERIDGE ST,X,04/28/14,04/28/14,,,IN,3,Permit Issued,
5673,014,31 CORTLAND AV,,07/27/14,08/14/14,,,OUT,,Not Subject to the Program,
5673,044,30 EUGENIA AV,X,10/29/14,10/30/14,,,OUT,,Not Subject to the Program,
5684,018,1000 CORTLAND AV,X,06/05/14,06/05/14,,,IN,4,Screening Form Accepted,
5686,043,1200 CORTLAND AV,X,03/17/14,03/17/14,,,IN,3,"Work Complete, CFC Issued",
5712,001,10 GLADYS ST,X,01/09/14,01/09/14,,,IN,3,Screening Form Accepted,
5714,001,1 PATTON ST,X,09/04/14,10/02/14,,,OUT,,Not Subject to the Program,
5718,031,31 LEESE ST,X,07/11/14,07/11/14,,,IN,3,Screening Form Accepted,
5719,015,105 RICHLAND AV,X,09/15/14,09/03/15,09/15/14,09/03/15,IN,3,   Subject to the Program,
5721,040,453 HOLLY PARK CR,,06/27/14,07/17/14,,,OUT,,Not Subject to the Program,
5731,003,1000 TOMPKINS AV,X,10/06/13,11/07/13,,,OUT,,Not Subject to the Program,
5843,013,346 ALEMANY BL,X,09/04/14,09/04/14,,,IN,4,"Work Complete, CFC Issued",
5843,008,1000 ELLSWORTH ST,X,09/09/14,10/02/14,,,OUT,,Not Subject to the Program,
5843,007,500 ALEMANY BL,X,09/09/14,09/15/14,,,OUT,,Not Subject to the Program,
5843,017,330 ALEMANY BL,X,09/04/14,09/04/14,,,IN,2,Screening Form Accepted,
5856,028,40 GAVEN ST,X,02/21/14,02/21/14,,,IN,3,Screening Form Accepted,
5868,006,1 TRUMBULL ST,X,06/16/14,07/01/14,,,OUT,,Not Subject to the Program,
5892,020,4225 MISSION ST,X,04/02/15,04/02/15,,,OUT,,Not Subject to the Program,
5893,036,2 MAYNARD ST,X,12/05/13,12/05/13,,,IN,4,Screening Form Accepted,
5900A,025,801 SILVER AV,X,07/16/14,07/25/14,,,OUT,,Not Subject to the Program,
5925,015,24 FELTON ST,X,06/20/14,06/20/14,,,IN,3,Screening Form Accepted,
5988,018,310 HAMILTON ST,X,09/07/14,09/10/14,,,OUT,,Not Subject to the Program,
5988,017,300 HAMILTON ST,X,02/11/15,02/11/15,,,IN,3,Screening Form Accepted,
5992,001,350 UNIVERSITY ST,X,10/20/14,10/20/14,,,OUT,,Not Subject to the Program,
6013,033,12 AVALON AV,X,09/13/14,10/16/14,,,OUT,,Not Subject to the Program,
6015,020,109 BRAZIL AV,X,03/04/14,03/04/14,,,IN,3,Screening Form Accepted,
6020,042,615 BRAZIL AV,X,09/13/14,06/11/15,,,OUT,,Not Subject to the Program,
6048,032,2728 SAN BRUNO AV,X,06/02/14,06/02/14,,,IN,4,Screening Form Accepted,
6048,037,2770 SAN BRUNO AV,,09/09/14,09/09/14,,,IN,4,Screening Form Accepted,
6048,036,2750 SAN BRUNO AVE,X,06/10/14,06/10/14,,,IN,4,Screening Form Accepted,
6049,005,2840 SAN BRUNO AV,X,10/21/14,10/21/14,,,IN,4,Screening Form Accepted,
6084,019,15 RUSSIA AV,X,08/29/14,08/29/14,,,IN,3,Permit Issued,
6084,028,4717 MISSION ST,X,09/15/14,09/15/14,,,IN,4,Screening Form Accepted,
6084,026,4723 MISSION ST,X,11/20/14,11/20/14,05/27/15,06/01/15,OUT,,Screening Form and Optional Evaluation Form Approved,
6094,019,290 PRAGUE ST,X,06/30/14,06/30/14,,,IN,3,Screening Form Accepted,
6121,002,2908 SAN BRUNO AV,X,06/17/14,06/17/14,,,IN,3,Permit Issued,
6121,023,195 WOOLSEY ST,X,08/01/14,08/01/14,,,IN,3,Screening Form Accepted,
6122,021,3070 SAN BRUNO AV,X,09/10/14,09/10/14,,,IN,2,Screening Form Accepted,
6156,028,3190 SAN BRUNO AV,X,02/21/14,02/21/14,,,IN,3,"Work Complete, CFC Issued",
6156,027,3180 SAN BRUNO AV,X,02/21/14,02/21/14,,,IN,3,Permit Issued,
6172,037,3340 SAN BRUNO AV,X,10/20/14,10/20/14,,,OUT,,Not Subject to the Program,
6172,024,3334 SAN BRUNO AV,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
6172,019,3326 SAN BRUNO AV,X,09/04/14,09/04/14,,,IN,2,Screening Form Accepted,
6249,005,514 VISITACION AV,X,11/21/14,11/21/14,,,IN,3,Permit Issued,
6249,016,15 LELAND AV,X,,,,,,,Non-Compliant,
6250,017,11 PEABODY ST,X,09/04/14,10/02/14,,,OUT,,Not Subject to the Program,
6274,001,500 LISBON ST,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
6322,008K,291 SANTOS ST,X,09/04/14,09/04/14,,,IN,2,Screening Form Accepted,
6346,012,4901 MISSION ST,X,08/25/14,08/25/14,,,IN,4,Screening Form Accepted,
6347,021,2 ITALY AV,X,07/28/14,07/28/14,,,IN,3,Screening Form Accepted,
6404,012,1239 GENEVA AV,X,07/07/14,07/07/14,,,IN,4,Screening Form Accepted,
6408,010,1025 GENEVA AV,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
6414,027,1240 GENEVA AV,X,08/19/14,08/19/14,, ,IN,3,Screening Form Accepted,
6418,066,1520 GENEVA AVE,X,06/10/14,06/10/14,,,IN,4,Screening Form Accepted,
6468A,001,10 FLORENTINE AV,X,11/05/13,11/05/13,,,IN,4,Permit Issued,
6469,015,1 LOWELL ST,X,02/20/14,02/20/14,,,IN,3,Permit Filed,
6469,016A,5519 MISSION ST,X,09/14/14,09/14/14,,,IN,3,Screening Form Accepted,
6470,001C,5625 MISSION ST,X,08/13/14,08/13/14,,,IN,3,Screening Form Accepted,
6472,001,5801 MISSION ST,X,09/09/14,09/15/14,,,OUT,,Not Subject to the Program,
6473,044,5717 MISSION ST,X,07/03/14,07/03/14,,,IN,3,Screening Form Accepted,
6501,045,669 GRAND VIEW AV,X,07/09/14,07/09/14,,,IN,3,"Work Complete, CFC Issued",
6501,052,695 GRAND VIEW AV,X,06/17/14,06/17/14,,,IN,3,Screening Form Accepted,
6505,001,4205 24TH ST,X,06/16/14,06/16/14,,,IN,3,"Work Complete, CFC Issued",
6505,048,4291 24TH ST,X,06/06/14,06/06/14,,,OUT,,Not Subject to the Program,
6505,025,578 JERSEY ST,X,03/04/14,03/04/14,,,IN,3,Screening Form Accepted,
6507,001,4001 24TH ST,X,12/31/13,12/31/13,,,IN,4,"Work Complete, CFC Issued",
6507,030,4021 24TH ST,X,03/31/14,03/31/14,,,IN,4,Screening Form Accepted,
6508,031,3961 24TH ST,X,02/05/16,02/05/16,,,IN,4,Screening Form Accepted,
6508,025,3991 24TH ST,X,01/30/14,01/30/14,,,IN,3,Screening Form Accepted,
6508,006,216 JERSEY ST,X,08/29/14,08/29/14,,,IN,3,Screening Form Accepted,
6509,014,170 JERSEY ST,,07/23/14,07/23/14,,,IN,3,Screening Form Accepted,
6509,003,1226 CHURCH ST,X,08/22/14,08/22/14,,,IN,2,Screening Form Accepted,
6509,001,3805 24TH ST,X,02/13/14,02/13/14,,,IN,4,Screening Form Accepted,
6510,021,3783 24TH ST,X,02/12/14,02/12/14,,,IN,4,Screening Form Accepted,
6511,001C,3653 24TH ST,X,12/16/14,12/16/14,,,IN,3,Screening Form Accepted,
6511,030,1133 DOLORES ST,X,04/22/14,04/22/14,,,IN,2,Screening Form Accepted,
6511,027,1147 DOLORES ST,X,08/06/14,08/06/14,,,IN,3,Screening Form Accepted,
6511,001,306 FAIR OAKS ST,X,03/25/14,03/25/14,,,IN,3,Screening Form Accepted,
6512,013,3740 25TH ST,X,09/30/13,10/02/13,,,OUT,,Not Subject to the Program,
6512,026,1286 GUERRERO ST,X,02/04/14,02/07/14,,,OUT,,Not Subject to the Program,
6512,031,3730 25TH ST,X,08/15/14,08/15/14,,,IN,3,Screening Form Accepted,
6513,008,248 SAN JOSE AV,X,07/30/14,08/26/15,,,OUT,,Not Subject to the Program,
6513,010,266 SAN JOSE AV,,05/28/14,06/11/15,,,OUT, ,Not Subject to the Program,
6513,032,1295 GUERRERO ST,X,08/13/14,08/13/14,,,IN,3,Screening Form Accepted,
6514,024C,3435 24TH ST,X,05/15/14,05/15/14,,,IN,2,"Work Complete, CFC Issued",
6514,010,1360 VALENCIA ST,X,09/08/14,09/08/14,,,IN,4,"Work Complete, CFC Issued",
6514,017,267 SAN JOSE AV,,09/05/14,09/05/14,,,IN,3,Screening Form Accepted,
6514,031,1390 VALENCIA ST,X,04/28/14,04/28/14,,,OUT,,Not Subject to the Program,
6514,013,289 SAN JOSE AV,X,12/27/13,12/27/13,,,IN,3,Screening Form Accepted,
6514,014,285 SAN JOSE AV,X,08/21/14,08/21/14,,,IN,3,Screening Form Accepted,
6514,001,3407 24TH ST,X,05/15/14,05/15/14,,,IN,2,Screening Form Accepted,
6514,024A,215 SAN JOSE AV,X,11/25/13,11/25/13,,,IN,3,Screening Form Accepted,
6515,014A,3470 25TH ST,X,07/31/14,07/31/14,,,IN,3,Screening Form Accepted,
6515,013,390 BARTLETT ST,X,04/23/14,04/23/14,,,IN,2,Screening Form Accepted,
6515,008,324 BARTLETT ST,X,08/12/14,08/12/14,,,IN,2,Screening Form Accepted,
6515,023,1341 VALENCIA ST,X,08/12/14,08/12/14,,,IN,2,Screening Form Accepted,
6515,002,306 BARTLETT ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
6516,023,307 BARTLETT ST,X,09/08/14,09/08/14,,,IN,4,Permit Issued,
6516,009,2884 MISSION ST,X,08/07/14,08/14/14,,,OUT,,Not Subject to the Program,
